reef_siteid,UNIQUE_ID,Reef,habitat,k,area,rubble,sand,rock,coral_algae,na_proportion,depth_mean,depth_sd,depth_med,site_id,zone_type,lats,longs
Moore_MR_OF_9,16071100104.0,Moore,Outer Flat,81.08108108108108,140734.54589663213,0.33783783783783783,7.4324324324324325,40.54054054054054,51.689189189189186,0.0,1.4093566335386964,0.6006256197082708,1.1549999713897705,L_18,Green,146.24347795731043,-16.88086302950288
Moore_MR_SS_1,16071100104.0,Moore,Sheltered Slope,19.772609819121445,184158.822707986,7.028423772609819,19.483204134366925,15.297157622739018,8.682170542635658,49.50904392764858,10.046419779415968,5.428696977480947,9.776000022888184,L_19,Green,146.19850126419848,-16.881853040450515
Moore_MR_SS_10,16071100104.0,Moore,Sheltered Slope,0.8403361344537815,33770.755155074876,0.0,99.15966386554622,0.0,0.8403361344537815,0.0,6.427346260156204,1.1997098726174917,6.810999870300293,L_20,Green,146.2189166454304,-16.87995028151449
Moore_MR_SS_11,16071100104.0,Moore,Sheltered Slope,33.973684210526315,17826.207357996143,11.578947368421053,48.94736842105263,20.0,19.473684210526315,0.0,4.837857137407576,1.8259074824432977,4.383999824523926,L_21,Green,146.22185924500388,-16.8880339217903
Moore_MR_SS_12,16071100104.0,Moore,Sheltered Slope,0.0,1250.9943127147853,7.142857142857143,92.85714285714286,0.0,0.0,0.0,5.528000036875407,0.5173674068070301,5.694999933242798,L_22,Green,146.22908889691735,-16.886978368451555
Moore_MR_SS_2,16071100104.0,Moore,Sheltered Slope,24.309366130558182,101592.19755722815,8.609271523178808,29.706717123935668,5.865657521286661,20.056764427625353,35.76158940397351,9.30573111427427,2.9528833635445033,9.420000076293945,L_23,Green,146.23438661058657,-16.85536403922058
Moore_MR_SS_3,16071100104.0,Moore,Sheltered Slope,39.85190958690569,122570.48372718506,11.457521434138737,4.832424006235386,27.123928293063134,20.187061574434917,36.39906469212782,8.126594615119291,5.267183221202365,6.660999774932861,L_24,Green,146.19704309626835,-16.885454561243538
Moore_MR_SS_4,16071100104.0,Moore,Sheltered Slope,22.419324577861165,249215.26396020036,6.266416510318949,3.602251407129456,23.677298311444652,5.25328330206379,61.20075046904315,10.660024779306042,4.962337905576544,11.863500118255615,L_25,Green,146.19300269070538,-16.889151792774562
Moore_MR_SS_5,16071100104.0,Moore,Sheltered Slope,25.268595041322314,183567.23185554985,19.834710743801654,49.6900826446281,11.983471074380166,16.580578512396695,1.9111570247933884,6.287482494989683,2.4514728230145746,6.831999778747559,L_26,Green,146.2130717696043,-16.8874985839897
Moore_MR_SS_6,16071100104.0,Moore,Sheltered Slope,5.810111464968152,118473.36072853673,8.121019108280255,1.6719745222929936,7.245222929936306,0.5573248407643312,82.40445859872611,13.97404324957837,3.6197729151871934,14.8149995803833,L_27,Green,146.22598383749414,-16.85897815064783
Moore_MR_SS_7,16071100104.0,Moore,Sheltered Slope,22.1408371040724,84114.7206080337,7.6923076923076925,70.13574660633485,0.11312217194570136,22.058823529411764,0.0,5.208476647074351,1.606402559188148,5.053999900817871,L_28,Green,146.21485381533938,-16.8817747863437
Moore_MR_SS_8,16071100104.0,Moore,Sheltered Slope,15.699404761904763,252338.2882249197,11.160714285714286,55.13392857142857,8.928571428571429,9.226190476190476,15.550595238095237,6.348464959774468,2.884774130905485,5.728000164031982,L_29,Green,146.20472808615722,-16.884028692091874
Moore_MR_SS_9,16071100104.0,Moore,Sheltered Slope,23.008707607699357,104395.61599875009,5.316223648029331,2.933088909257562,13.657195233730523,13.10724106324473,64.98625114573785,11.86875652414589,4.610413530227112,12.513999938964844,L_30,Green,146.2309531378898,-16.85098793522379
Moore_MR_S_1,16071100104.0,Moore,Slope,21.485411140583555,287106.2325030188,0.0,0.3647214854111406,23.872679045092838,4.177718832891247,71.58488063660478,13.808360588893427,5.313152503702607,16.22499942779541,L_31,Green,146.25062176823673,-16.879912170646058
Moore_MR_S_10,16071100104.0,Moore,Slope,29.98139188686267,248588.7888734066,12.318570896911053,1.3025679196129512,21.43654633420171,14.43989579456643,50.50241905470785,10.047273565741147,5.085994726206962,10.184999942779541,L_32,Green,146.18702681441798,-16.89104058067532
Moore_MR_S_11,16071100104.0,Moore,Slope,10.87782340862423,139489.46534616407,1.5058179329226558,0.0,7.734428473648186,5.270362765229295,85.48939082819986,13.159356910612791,3.8304186918913,14.4544997215271,L_33,Green,146.21536189473736,-16.89342195631533
Moore_MR_S_12,16071100104.0,Moore,Slope,49.505662020905916,109694.42252342962,0.0,0.0,53.745644599303134,10.54006968641115,35.714285714285715,9.172412542230733,5.378810806402482,6.98199987411499,L_34,Green,146.22123975481773,-16.84652420007437
Moore_MR_S_13,16071100104.0,Moore,Slope,0.0,226140.37395826913,0.0,0.0,0.0,0.0,100.0,16.345740011247308,1.0587358035348517,16.246000289916992,L_35,Green,146.2235476909617,-16.89502143486808
Moore_MR_S_14,16071100104.0,Moore,Slope,51.37171286425018,129389.22499938775,1.7057569296375266,0.0,48.898365316275765,15.92039800995025,33.47547974413646,7.641969527938579,5.2520067237814585,5.517000198364258,L_36,Green,146.22962713935777,-16.846292486489077
Moore_MR_S_15,16071100104.0,Moore,Slope,18.438139059304703,185781.30174259283,0.05112474437627812,0.4601226993865031,20.143149284253578,3.834355828220859,75.51124744376278,13.520748861626231,5.517960789262029,15.658999919891357,L_37,Green,146.24760264385003,-16.883116527144278
Moore_MR_S_16,16071100104.0,Moore,Slope,13.609374999999998,106306.2538784002,13.660714285714286,0.0,15.446428571428571,2.4107142857142856,68.48214285714286,12.74942534441798,5.241335718309237,14.458000183105469,L_38,Green,146.18690255508872,-16.88638344363748
Moore_MR_S_17,16071100104.0,Moore,Slope,12.885191846522781,159193.62830397952,6.3549160671462825,1.618705035971223,9.172661870503598,6.235011990407674,76.61870503597122,12.021785005182029,3.6617386209574496,13.29800033569336,L_39,Green,146.22484492511023,-16.890208027346997
Moore_MR_S_18,16071100104.0,Moore,Slope,19.422901459854014,104134.67320310418,7.755474452554744,0.0,19.616788321167885,5.200729927007299,67.42700729927007,12.21734370849665,4.458466980676266,13.903000354766846,L_40,Green,146.1928537211446,-16.893948031386167
Moore_MR_S_19,16071100104.0,Moore,Slope,27.02680525164114,86911.49756977474,0.0,0.0,33.8074398249453,2.516411378555799,63.67614879649891,11.939545479001879,5.8160708026564025,14.060999870300293,L_41,Green,146.24759427830614,-16.858193059021136
Moore_MR_S_2,16071100104.0,Moore,Slope,13.843477074235809,348115.2531043119,2.3471615720524017,6.195414847161572,12.581877729257641,4.721615720524017,74.15393013100437,13.25745283953265,4.782231885919769,15.158999919891357,L_42,Green,146.23936310623506,-16.887739255630663
Moore_MR_S_20,16071100104.0,Moore,Slope,32.84090909090909,47815.115320474375,0.0,0.0,32.21343873517787,9.486166007905139,58.30039525691699,11.582575697964485,6.157119242993068,12.620999813079834,L_43,Green,146.217815710674,-16.847251736292403
Moore_MR_S_21,16071100104.0,Moore,Slope,7.080620931397096,190386.1996394787,30.696044066099148,14.071106659989985,7.210816224336504,1.8527791687531296,46.16925388082123,9.880154417533209,3.4625770703098406,9.331999778747559,L_44,Green,146.21363836617954,-16.868384688319892
Moore_MR_S_22,16071100104.0,Moore,Slope,0.0,221756.60024294443,0.0,0.0,0.0,0.0,100.0,15.626042956952217,0.9112166944886915,15.538000106811523,L_45,Green,146.21965860454628,-16.895121241106317
Moore_MR_S_23,16071100104.0,Moore,Slope,7.355427046263345,106927.86914726766,8.807829181494663,47.95373665480427,5.604982206405694,3.2918149466192173,34.34163701067616,8.452129815703232,4.621267347277468,6.12749981880188,L_46,Green,146.20138820971323,-16.879124452404504
Moore_MR_S_24,16071100104.0,Moore,Slope,15.397970085470085,89753.67927749828,3.7393162393162394,0.0,15.491452991452991,4.166666666666667,76.6025641025641,12.009190639923249,3.114350250282343,13.168999671936035,L_47,Green,146.21050264711687,-16.890232698696988
Moore_MR_S_25,16071100104.0,Moore,Slope,10.110654441985456,299004.6593301678,5.97533986721467,1.9917799557382232,7.840657603540942,4.426177679418274,79.7660448940879,13.179609710390263,3.7982806395304998,14.810999870300293,L_48,Green,146.22999756209276,-16.890021591477282
Moore_MR_S_26,16071100104.0,Moore,Slope,24.27227342549923,124114.19568072166,5.299539170506913,0.7680491551459293,20.6605222734255,9.293394777265744,63.97849462365591,11.372935060943876,4.49302680658746,11.729000091552734,L_49,Green,146.20369728920068,-16.873686635410916
Moore_MR_S_27,16071100104.0,Moore,Slope,30.559055118110237,120039.92525529955,0.0,0.0,40.62992125984252,1.1023622047244095,58.267716535433074,11.424527621005891,5.766558516759164,12.38700008392334,L_2,Green,146.24364493046585,-16.854440401358904
Moore_MR_S_28,16071100104.0,Moore,Slope,15.022697795071336,219873.910698622,0.8214440121054907,9.554690877648076,13.445741461305664,5.27453523562473,70.90358841331604,12.278538316339592,4.124354063924693,14.274999618530273,L_50,Green,146.2349732036119,-16.88801208359436
Moore_MR_S_29,16071100104.0,Moore,Slope,10.29645476772616,77874.03697757702,1.466992665036675,0.0,12.34718826405868,1.3447432762836187,84.84107579462103,12.188256422678629,2.654589394643771,13.166000366210938,L_51,Green,146.22015686216332,-16.889903161029345
Moore_MR_S_3,16071100104.0,Moore,Slope,15.235608762098828,187571.9804283902,21.192052980132452,6.062149770759042,10.54508405501783,7.590422822210901,54.61029037187978,10.939052314177044,4.781450523092709,10.387500286102295,L_52,Green,146.20836173320754,-16.87007655784157
Moore_MR_S_30,16071100104.0,Moore,Slope,9.530228758169935,58788.913771106396,14.379084967320262,14.379084967320262,9.313725490196079,2.7777777777777777,59.150326797385624,11.288993271768193,3.9511277392630015,11.824999809265137,L_53,Green,146.20392742470568,-16.888125963584606
Moore_MR_S_31,16071100104.0,Moore,Slope,0.0,304977.0016628909,0.0,0.0,0.0,0.0,100.0,17.281322329353184,1.2303367107207013,17.329999923706055,L_54,Green,146.2343017789754,-16.89426188858158
Moore_MR_S_32,16071100104.0,Moore,Slope,44.330122591943955,54074.51778317196,0.0,0.0,60.42031523642732,0.5253940455341506,39.05429071803853,10.067396802271535,4.526517303094753,7.7170000076293945,L_55,Green,146.179007527938,-16.871067563430653
Moore_MR_S_33,16071100104.0,Moore,Slope,23.238065326633166,75350.34206689568,0.0,0.0,31.532663316582916,0.3768844221105528,68.09045226130654,11.889938825622519,4.806919937166943,13.609500408172607,L_56,Green,146.25060732639858,-16.861982376331593
Moore_MR_S_34,16071100104.0,Moore,Slope,47.43430152143845,69390.57800343214,0.0,0.0,58.367911479944674,5.117565698478561,36.51452282157676,7.850077030322011,5.384193499085754,5.72599983215332,L_57,Green,146.2386551279417,-16.849834648079263
Moore_MR_S_35,16071100104.0,Moore,Slope,0.0,232402.37505759858,0.0,0.0,0.0,0.0,100.0,16.829886308861028,1.296123527920311,16.673999786376953,L_58,Green,146.22909485283435,-16.894662948909684
Moore_MR_S_36,16071100104.0,Moore,Slope,31.489122280570143,126950.81416913401,0.0,0.0,38.25956489122281,3.7509377344336086,57.989497374343586,11.061040107689577,4.928415523974921,10.878999710083008,L_59,Green,146.25355125757696,-16.866548947465965
Moore_MR_S_37,16071100104.0,Moore,Slope,0.3553921568627451,19064.742817895487,0.9803921568627451,0.0,0.49019607843137253,0.0,98.52941176470588,16.401832249350175,2.8002454244810036,16.816999435424805,L_60,Green,146.21421129042534,-16.85225703767827
Moore_MR_S_38,16071100104.0,Moore,Slope,2.2568093385214008,25021.277749726083,3.8910505836575875,0.0,3.11284046692607,0.0,92.99610894941634,14.621127464856759,2.8778381935689565,15.859999656677246,L_61,Green,146.20987520127832,-16.897153710361877
Moore_MR_S_39,16071100104.0,Moore,Slope,68.45779220779221,14695.997722434346,0.0,0.0,34.41558441558441,43.506493506493506,22.07792207792208,5.030857127810282,3.8189461617680354,3.4070000648498535,L_62,Green,146.1921637826307,-16.887396268487947
Moore_MR_S_4,16071100104.0,Moore,Slope,20.73331463825014,170774.58696733043,0.0,0.6169377453729669,21.48065058889512,5.159842961301178,72.74256870443074,13.506303874411062,6.243498850083909,17.11400032043457,L_63,Green,146.24480281537302,-16.886165743462847
Moore_MR_S_40,16071100104.0,Moore,Slope,0.0,625.2096516690217,0.0,0.0,0.0,0.0,100.0,19.298333485921223,0.54531634449969,19.565000534057617,L_64,Green,146.16738849086482,-16.881939504340412
Moore_MR_S_5,16071100104.0,Moore,Slope,16.53196179279941,130026.698200766,1.322556943423953,0.0,17.63409257898604,3.7472446730345332,77.29610580455548,14.39418114805759,5.287991422609982,16.762999534606934,L_65,Green,146.22415605761844,-16.853879757592207
Moore_MR_S_6,16071100104.0,Moore,Slope,45.164066085360254,205455.53109697672,0.0,0.0,54.38274437815512,5.736576411197797,39.88067921064709,9.618744597687936,5.393777977058455,7.737499952316284,L_66,Green,146.25269919174124,-16.872707216787873
Moore_MR_S_7,16071100104.0,Moore,Slope,9.936090225563909,63153.77036182955,19.849624060150376,0.0,13.082706766917294,0.45112781954887216,66.61654135338345,13.368486298455132,5.2639228153939195,14.854000091552734,L_67,Green,146.1837624872962,-16.883156694087987
Moore_MR_S_8,16071100104.0,Moore,Slope,15.223492723492724,137544.44021125184,9.90990990990991,0.0,15.453915453915453,4.0194040194040195,70.61677061677062,12.242836132031702,4.806436334809926,12.451499938964844,L_68,Green,146.2160456552013,-16.863738918307224
Moore_MR_S_9,16071100104.0,Moore,Slope,30.090388007054674,107886.94441078696,6.4373897707231045,0.0,26.54320987654321,10.846560846560847,56.17283950617284,10.148951626156652,4.045026681232535,10.892000198364258,L_69,Green,146.19750013483267,-16.892097522579558
Milln_MR_C_1,16067100104.0,Milln,Crest,78.44985875706213,134911.29212181736,0.07062146892655367,0.0,78.10734463276836,21.822033898305083,0.0,1.3169917846634105,0.5394016671890253,1.1100000143051147,L_70,Dark Blue,146.27933155079523,-16.783417662234974
Milln_MR_C_2,16067100104.0,Milln,Crest,81.7434554973822,90572.83054631483,0.0,0.0,66.38743455497382,33.61256544502618,0.0,1.1753516482782889,0.41112695330059507,1.0324999690055847,L_71,Dark Blue,146.27574977366967,-16.789478634289587
Milln_MR_C_3,16067100104.0,Milln,Crest,83.47847358121331,48411.07756591868,0.0,0.0,60.07827788649706,39.92172211350294,0.0,1.3296486462723935,0.46969490356765903,1.187999963760376,L_72,Dark Blue,146.2704982453871,-16.793115042799375
Milln_MR_C_4,16067100104.0,Milln,Crest,81.68661588683351,87456.35002980288,0.0,0.0,66.59412404787813,33.405875952121875,0.0,1.4104529792835954,0.3488867108244155,1.340000033378601,L_73,Dark Blue,146.26670833727516,-16.79720474612781
Milln_MR_OF_1,16067100104.0,Milln,Outer Flat,77.43100335310807,369127.91149331676,4.152695383028115,3.378901212277534,54.68145473304101,37.78694867165334,0.0,1.338373988126975,0.4121655063172722,1.2130000591278076,L_74,Dark Blue,146.27700159873783,-16.78354486734313
Milln_MR_OF_2,16067100104.0,Milln,Outer Flat,80.51132075471699,252347.31258559506,0.8301886792452831,7.886792452830188,39.16981132075472,52.113207547169814,0.0,1.3527069781433487,0.4065056734397008,1.3289999961853027,L_75,Dark Blue,146.2712842813689,-16.78935041226912
Milln_MR_OF_3,16067100104.0,Milln,Outer Flat,84.02451586320561,231125.33238760522,0.57684384013185,0.0,55.99505562422744,43.42810053564071,0.0,1.4464197053004884,0.4423431987001065,1.4070000052452087,L_73,Dark Blue,146.26639510593503,-16.7949457073472
Milln_MR_OF_4,16067100104.0,Milln,Outer Flat,84.25895087427143,114617.7986012646,0.0,0.5828476269775187,55.120732722731056,44.296419650291426,0.0,0.9646474188185531,0.18793353802627094,0.906000018119812,L_76,Dark Blue,146.27549597929945,-16.787679402766212
Milln_MR_SS_1,16067100104.0,Milln,Sheltered Slope,15.312500000000002,1561.3605366628617,6.25,0.0,12.5,6.25,75.0,11.966687440872192,1.778033360032014,11.91599988937378,L_77,Dark Blue,146.2745958078802,-16.78084499999823
Milln_MR_S_1,16067100104.0,Milln,Slope,51.57361308677098,133976.43868495245,0.0,0.0,58.67709815078236,9.03271692745377,32.29018492176387,7.984497005167394,3.0457464988784038,8.111000061035156,L_78,Dark Blue,146.28253872951555,-16.78317436298219
Milln_MR_S_2,16067100104.0,Milln,Slope,41.84415236051502,177710.91558774887,0.0,0.0,34.92489270386266,16.523605150214593,48.55150214592275,10.813571944541295,5.260136986562589,9.735499858856201,L_79,Dark Blue,146.28058340900998,-16.78802464223927
Milln_MR_S_3,16067100104.0,Milln,Slope,44.020109689213896,261426.5130989817,0.0,0.0,37.36745886654479,16.928702010968923,45.703839122486286,10.688265770500818,4.537369657678442,9.359000205993652,L_80,Dark Blue,146.27676267411954,-16.79240312781077
Milln_MR_S_4,16067100104.0,Milln,Slope,42.33644859813085,233946.98499754444,0.0,0.0,35.920357578220234,16.29418935392117,47.7854530678586,9.996754322021172,4.454734168545361,9.630499839782715,L_81,Dark Blue,146.27124447114437,-16.795911135137082
Milln_MR_S_5,16067100104.0,Milln,Slope,0.0,14987.148259407375,0.0,0.0,0.0,0.0,100.0,17.33467424999584,1.474481460186476,17.182499885559082,L_82,Dark Blue,146.27345451678727,-16.77374572260139
Milln_MR_S_6,16067100104.0,Milln,Slope,63.83356545961003,68075.72698056,0.2785515320334262,0.0,69.22005571030641,13.649025069637883,16.852367688022284,6.97618960131199,3.9654027255127207,5.925999879837036,L_83,Dark Blue,146.27826651722216,-16.77989910830748
Milln_MR_S_7,16067100104.0,Milln,Slope,49.203448275862065,69341.32427705498,0.13793103448275862,0.0,60.827586206896555,5.103448275862069,33.93103448275862,8.317646623706539,5.367453996451067,6.161499977111816,L_84,Dark Blue,146.26532121520373,-16.798488264635743
Thetford_TR_C_1,16068100104.0,Thetford,Crest,75.16722408026756,85240.40940979542,0.0,0.0,90.3010033444816,9.698996655518394,0.0,1.4049201846962245,0.7334066745672653,1.1660000085830688,L_85,Yellow,146.19810481986968,-16.801245583770672
Thetford_TR_C_2,16068100104.0,Thetford,Crest,77.67453457446807,142395.81966814818,0.0,0.0,81.18351063829788,18.81648936170213,0.0,1.3813686794444415,0.7626469482162578,1.0925000309944153,L_86,Yellow,146.1997147587146,-16.807382520844065
Thetford_TR_C_3,16068100104.0,Thetford,Crest,82.21608832807571,60271.87516689906,0.0,0.0,64.66876971608833,35.33123028391167,0.0,1.3553891660544672,0.5581726192705627,1.1929999589920044,L_87,Yellow,146.19581179563093,-16.81216872102212
Thetford_TR_C_4,16068100104.0,Thetford,Crest,76.35714285714286,26857.034316257108,0.0,3.2142857142857144,74.28571428571429,22.5,0.0,2.121824629271208,0.6504987394781131,1.9670000076293945,L_88,Yellow,146.18963144037903,-16.814681658970667
Thetford_TR_C_5,16068100104.0,Thetford,Crest,74.3287037037037,20922.45744012855,4.62962962962963,0.9259259259259259,73.14814814814815,21.296296296296298,0.0,2.2735215374157187,0.6548957409033799,2.0350000858306885,L_89,Yellow,146.18025065354126,-16.81509942193453
Thetford_TR_OF_1,16068100104.0,Thetford,Outer Flat,79.22268907563026,226991.3332164348,0.42016806722689076,7.184873949579832,47.89915966386555,44.49579831932773,0.0,1.534381768846239,0.5293366044229346,1.5199999809265137,L_90,Yellow,146.1950682702458,-16.801245472151127
Thetford_TR_OF_2,16068100104.0,Thetford,Outer Flat,76.57868190988566,142089.56898094108,0.0,10.827168796234028,45.79690652320107,43.37592468056489,0.0,1.415978060954864,0.37559355982791853,1.3370000123977661,L_91,Yellow,146.1901616949953,-16.813297506947663
Thetford_TR_OF_3,16068100104.0,Thetford,Outer Flat,69.09649122807018,54014.206533902325,0.3508771929824561,27.36842105263158,11.578947368421053,60.70175438596491,0.0,2.6190664185369146,0.681394759989111,2.364500045776367,L_92,Yellow,146.1906072153283,-16.801084473398046
Thetford_TR_OF_4,16068100104.0,Thetford,Outer Flat,85.49475753604194,144895.9872502829,0.0,5.242463958060289,33.68283093053735,61.07470511140236,0.0,1.4736069201185629,0.6597967685476879,1.3389999866485596,L_93,Yellow,146.19658020719862,-16.809314854827274
Thetford_TR_OF_5,16068100104.0,Thetford,Outer Flat,83.18340611353712,108356.8193304576,0.26200873362445415,9.781659388646288,24.62882096069869,65.32751091703057,0.0,1.807110701759803,0.43393197747673073,1.7280000448226929,L_94,Yellow,146.17926725710612,-16.81394402280888
Thetford_TR_OF_6,16068100104.0,Thetford,Outer Flat,16.432038834951456,29666.78814761853,0.0,81.87702265372168,6.148867313915858,11.974110032362459,0.0,1.4075850337541023,0.18782143679083896,1.3680000305175781,L_95,Yellow,146.18446747831885,-16.814812141779427
Thetford_TR_OF_7,16068100104.0,Thetford,Outer Flat,52.961672473867594,27475.359576036688,0.6968641114982579,46.34146341463415,0.0,52.961672473867594,0.0,2.8386028863032373,0.16426511504794428,2.8410000801086426,L_96,Yellow,146.18240810694772,-16.803860569937715
Thetford_TR_SS_1,16068100104.0,Thetford,Sheltered Slope,44.5,936.6064325589687,30.0,0.0,20.0,30.0,20.0,8.64040002822876,2.611669839484906,9.301000118255615,L_97,Yellow,146.18693690812387,-16.79887679434324
Thetford_TR_SS_2,16068100104.0,Thetford,Sheltered Slope,19.621559633027523,20608.68716322258,2.7522935779816513,39.44954128440367,8.715596330275229,13.302752293577981,35.77981651376147,9.414579203813384,3.0198724754390716,9.048500061035156,L_98,Yellow,146.1789847791388,-16.811281697513582
Thetford_TR_S_1,16068100104.0,Thetford,Slope,31.793699186991866,47156.65406070184,0.0,0.0,27.03252032520325,12.195121951219512,60.77235772357724,11.826675206422806,5.6684001357846965,12.592000007629395,L_87,Yellow,146.19549094825445,-16.813455640175306
Thetford_TR_S_10,16068100104.0,Thetford,Slope,59.47798295454545,70263.70212964155,0.0,0.0,56.96022727272727,18.181818181818183,24.857954545454547,7.48305271884315,4.139691117745354,5.857500076293945,L_99,Yellow,146.20005633306144,-16.809445314837188
Thetford_TR_S_11,16068100104.0,Thetford,Slope,27.817398119122256,122069.65583620407,5.094043887147335,14.655172413793103,26.802507836990596,8.385579937304076,45.06269592476489,9.960445370646294,4.786526110905451,9.157999992370605,L_100,Yellow,146.18999512001002,-16.79711145473635
Thetford_TR_S_12,16068100104.0,Thetford,Slope,11.778846153846153,9989.258782846853,0.0,0.0,9.615384615384615,4.8076923076923075,85.57692307692308,14.20916273982026,3.7041775176734144,14.519000053405762,L_101,Yellow,146.17907794035696,-16.794562049330413
Thetford_TR_S_13,16068100104.0,Thetford,Slope,22.971230158730158,48092.119152385276,0.0,0.0,19.642857142857142,8.73015873015873,71.62698412698413,13.318099182869311,5.304870939168516,15.756499767303467,L_95,Yellow,146.18426284267622,-16.815736061236386
Thetford_TR_S_2,16068100104.0,Thetford,Slope,26.975931677018632,61209.73700846825,0.0,0.0,18.788819875776397,13.354037267080745,67.85714285714286,12.339213545039549,5.567955871463653,14.354499816894531,L_88,Yellow,146.19014290025132,-16.815154633845363
Thetford_TR_S_3,16068100104.0,Thetford,Slope,14.65971873430437,189495.98940768326,0.5022601707684581,0.6027122049221497,14.816675037669512,3.917629331993973,80.1607232546459,13.385036996432714,5.057939395589247,14.466000080108643,L_102,Yellow,146.18683721799005,-16.79558205137988
